index,review_title,rating
991,Good despite that on hiccup,9.2
992,Exceptional,10
993,Good,7
994,Exceptional,9.6
995,Very nice!,9.2
996,Okay,5.8
997,Exceptional,10
998,Exceptional,10
999,Exceptional,10
1000,Very nice place!,9.6
1001,Exceptional,10
1002,"Nice stay, good breakfast",8
1003,Pleasant,6.7
1004,Exceptional,10
1005,Was ok,5
1006,Breakfast was not up to standard as expected,
1007,And the room didnt smell nice,
1008,A sub-basic stay,4
1009,Disappointing,4
1010,Exceptional,10
1011,A good place to stay in Brussel,7.5
1012,Wonderful loved Minsk,10
1013,Amazing B&B - you should not miss 😉,10
1014,Very good,8
1015,Pleasant,6.7
1016,Good,7.9
1017,Exceptional,10
1018,Very good,8
1019,Okay,5.8
1020,Disappointing,4.6
1021,Exceptional,9.6
1022,"Great place, good location, best apartment I stayed during my entire travel.",10
1023,I did not like it,6.7
1024,"We had a great stay, the hosts were very welcoming, even had a cold beer waiting for us!",10
1025,"I would visit Bart and Mo again, again and again...",9.6
1026,Exceptional,9.6
1027,Exceptional,10
1028,Hotel Eden,10
1029,Good,7.5
1030,Passable,5.4
1031,Good,7.1
1032,So good,9.6
1033,Superb,9.2
1034,"Absolutely great, just the job",9.6
1035,Exceptional,9.6
1036,Exceptional,9.6
1037,Exceptional,10
1038,Nice sleep Good breakfast,9.6
1039,It was perfect night in this hotel)),9
1040,Fabulous,8.8
1041,Luxury Apartment,9.6
1042,Great if you have a car,6.7
1043,"Very comfortable, clean and spacious",9.6
1044,Exceptional,10
1045,Exceptional,9.6
1046,Exceptional,10
1047,Exceptional,9.6
1048,Exceptional,10
1049,Fabulous,8.8
1050,Exceptional,9.6
1051,Very good,8.3
1052,Exceptional,10
1053,"We had an amazing stay at a beautiful place where the hosts make you feel at home, we'll be back!!",10
1054,Value for money.,9
1055,Exceptional,10
1056,Exceptional,9.6
1057,Good,7
1058,Exceptional,10
1059,Very good,8.3
1060,Good for short stay.,7.9
1061,Exceptional,10
1062,"If I could give 6 stars, I would go for it:-) THANK YOU SO MUCH #KIRISAVAN",10
1063,Good,7.5
1064,"Overprized, probably because of its perfect location.",5.8
1065,"Nice view,nice staff,low hygiene standards,bad customer service experience,photos sent to booking!",4.2
1066,Exceptional,10
1067,Good value central hotel,8.8
1068,Good,7.9
1069,Exceptional,10
1070,Lovely place - Would definitely recommend!,10
1071,was happy  but certain things could be better,7.5
1072,Exceptional,10
1073,Lovely view - hotel not worth 3 stars,5.4
1074,Superb,9
1075,Exceptional,10
1076,Exceptional,10
1077,Exceptional,10
1078,Exceptional,10
1079,It’s cool and very quite,6
1080,"All right, thanks. Very pleasant stay",9.2
1081,Excellent B&B.,10
1082,cost effective and nice,8
1083,Exceptional,10
1084,Exceptional,9.6
1085,Superb,9
1086,Superb,9.2
1087,Would recommend,9.6
1088,Superb value,10
1089,has meet the purpose,6.3
1090,Disappointing,4.6
1091,Good,7.9
1092,Fabulous,8.8
1093,A surprising gem in Borgloon,10
1094,Good,7
1095,Disappointing,4.2
1096,Never again,5.8
1097,Exceptional,10
1098,Exceptional,9.6
1099,Super nice apartment,9
1100,Excellent place to stay when you are visiting Lommel,10
1101,Comfortable hoatel,10
1102,Exceptional,10
1103,Pleasant,6.3
1104,Good,7.5
1105,Exceptional,10
1106,I would stay again but we had a problem with our keys to get back in,9.2
1107,Exceptional,10
1108,Exceptional,9.6
1109,Very good,8.3
1110,Good,7.5
1111,"Great experience, beautiful apartment!",10
1112,"Lots of style, privacy, attentive owners... I would recommend it to anyone.",10
1113,Exceptional,10
1114,Exceptional,10
1115,Very poor,1
1116,Okay,5.8
1117,Exceptional,10
1118,Good room good breakfast,8.3
1119,Exceptional,10
1120,Pleasant,6.3
1121,Exceptional,9.6
1122,Exceptional,10
1123,Superb,9.2
1124,Cozy short stay,9.2
1125,Excellent service and friendly staff,10
1126,Very good,8
1127,Good,7.5
1128,Exceptional,10
1129,"Ideal hotel for what I needed, staff very pleasant and helpful",7.9
1130,Exceptional,10
1131,Pleasant stay,9.6
1132,Our 3rd visit to City Appartments and we'll use it again (if the price is right and available).,9.2
1133,Exceptional,10
1134,Pretty good,9.6
1135,Exceptional,10
1136,Very good,8
1137,Pleasant,6.7
1138,Exceptional,9.6
1139,"If I go back to this region, this hotel is at the top of my list to stay!",9.6
1140,Very good,8.3
1141,Exceptional,10
1142,Exceptional,10
1143,Fabulous,8.8
1144,A tale of two story's,10
1145,Very good,8
1146,Good,7.5
1147,Very good,8
1148,"Very, very friendly hotel in an excellent location.",9.2
1149,Good,7.1
1150,"Perfect location, great place",9.6
1151,Exceptional,10
1152,Good hostel but not for a long stay.,7.5
1153,Recommended peaceful stay in Ostend.,10
1154,Superb,9.2
1155,Pleasant,6.7
1156,Good,7.1
1157,Fabulous,8.8
1158,"Spacious, clean apartment at the heart of Malmedy.",8.8
1159,Superb,9.2
1160,Exceptional,10
1161,Passable,5.4
1162,Very good,8.3
1163,Very good,8.3
1164,Good,7.1
1165,Exceptional,10
1166,Exceptional,10
1167,"For the price, it was enough",7.5
1168,Passable,5.4
1169,Exceptional,10
1170,Good,7.9
1171,Exceptional,9.6
1172,Exceptional,9.6
1173,You probably can't get anything better at such a cheap rate,7.9
1174,Should be informed about problems before arrival.,6.3
1175,Exceptional,10
1176,Pleasant,6.3
1177,Superb,9.2
1178,Exceptional,9.6
1179,I enjoyed my stay and will stay here again if I need to come to Minsk next time.,7.9
1180,Very good,8.3
1181,Exceptional,10
1182,It reach my expectations,7.5
1183,Great breakfast!,7.9
1184,Stayed for Spa Francorchamps - Great location and value and wouldn't hesitate to stay again.,9.6
1185,Superb,9.2
1186,Exceptional,10
1187,Great place!,10
1188,"Very good place to stay, everthing was clean :)  Staff was very Kindly and helpful 😀",9.2
1189,Good,7.1
1190,Good,7.1
1191,We will come back here for sure,9.6
1192,Superb,9.2
1193,Good,7.9
1194,Good,7.9
1195,Exceptional,10
1196,Perfect stay in Uccle,10
1197,Good,7.1
1198,Close to beaches,6.7
1199,Very good,8.3
1200,good,8.3
1201,breakfast was ok,
1202,rooms clean and tidy,
1203,Exceptional,9.6
1204,Exceptional,10
1205,Very good,8.3
1206,Good,7.9
1207,Exceptional,10
1208,Exceptional,9.6
1209,Not as good as I expected,4
1210,It was ok but would not revisit,6
1211,Good,7.9
1212,Superb,9.2
1213,Superb,9
1214,Recommended :),10
1215,The staff was very friendly. The hotel was super clean and Aspira Spa offered a great wellness service too.,
1216,Good,7.9
1217,"We had a pleasant stay, but there were a few things that could be improved",6.7
1218,Exceptional,9.6
1219,beach break,5.8
1220,Exceptional,10
1221,Wonderful loft for a visit to Brussels,9
1222,Very poor,1
1223,Very nice hotel and well located. Good breakfast.,9
1224,Good,7.1
1225,Nice place to stay and to eat.,9.6
1226,Located in the centre of town.,
1227,Comfortable and warm.,
1228,Exceptional,10
1229,Amazing - can't wait for my next stay,10
1230,Very good,8.3
1231,Very good,8.5
1232,"Very nice stay, apartment was clean. Can be even better with a better weather :-)",9
1233,Superb,9
1234,Good,7
1235,Very poor,1
1236,Very good,8
1237,Good,7.9
1238,Amazing,10
1239,Disappointing,4.5
1240,Superb,9
1241,Superb,9
1242,Superb,9.2
1243,Exceptional,10
1244,Superb,9.2
1245,Good,7
1246,Exceptional,10
1247,Very poor,1
1248,Very good,8
1249,Good,7.5
1250,Very nice stay!,9
1251,Poor,3.8
1252,Superb,9
1253,Exceptional,10
1254,Very good location and nice room.,9.6
1255,Exceptional,10
1256,Good,7.5
1257,Very good,8
1258,Superb,9.2
1259,Short,4.6
1260,Superb,9
1261,Good,7.1
1262,Fantastic BnB,10
1263,Very good,8
1264,Quiet location with a short walk to the beach...,10
1265,Exceptional,10
1266,Good,7.5
1267,Great apartment in great location,10
1268,"Great time, perfect place for family with children:)",10
1269,Superb,9.2
1270,Noisy but cheap,3.8
1271,Good,7
1272,alles was in orde,7.5
1273,Perfect,10
1274,Very poor,2.5
1275,Exceptional,10
1276,Comfortable one night stay,9
1277,Very good,8.3
1278,Exceptional,10
1279,Pleasant,6.7
1280,Good,7.1
1281,Exceptional,10
1282,"Very pleasant stay in a beautiful, well run hotel close to the beach.  We greatly enjoyed!",9
1283,Okay,5.8
1284,Exceptional,10
1285,"Ok, but not good.",3
1286,Exceptional,9.6
1287,Superb,9
1288,Good,7.9
1289,"Clean, modern appartment, ideal for a short stay",8.3
1290,Exceptional,10
1291,Exceptional,10
1292,Exceptional,10
1293,Superb,9
1294,Good,7.1
1295,Exceptional,10
1296,Passable,5
1297,Exceptional,10
1298,Very good,8
1299,Pleasant stay,8.3
1300,Good place for a quick stay,9.2
1301,Pleasant,6.3
1302,Exceptional,10
1303,Superb,9
1304,Pleasant,6.7
1305,Exceptional,10
1306,Very poor,1
1307,Superb,9
1308,Superb,9
1309,Good,7.5
1310,Good,7.1
1311,Very good,8
1312,Good,7
1313,Good,7.5
1314,Fabulous!,10
1315,Good,7.5
1316,Exceptional,10
1317,Good stay,8
1318,Comfortable stay including many amenities,7.9
1319,Superb,9
1320,Very good,8
1321,Good,7.1
1322,Exceptional,10
1323,Very good,8.3
1324,Exceptional,10
1325,Excellent,10
1326,Fabulous,8.8
1327,Thanks for staying again,9
1328,Good,7.5
1329,"Our stay was amazing! Everything was perfect, especially the breakfast.",10
1330,Good,7.5
1331,Exceptional,9.6
1332,Exceptional,10
1333,Location is great. You can just walk to everywhere you want!,10
1334,Lovely experience,10
1335,Exceptional,9.6
1336,Exceptional,10
1337,Superb,9.2
1338,Exceptional,10
1339,ok if you just need a one night dinner and sleep. Reasonable value for money.,7.1
1340,Excellent,8.3
1341,Truly wonderful hotel,9
1342,Good,7.5
1343,Exceptional,10
1344,Poor,3
1345,My wife & I enjoyed our stay. The location is good,7
1346,Very good,8.3
1347,Very good,8
1348,Very good hotel,10
1349,Very good,8
1350,Very good,8
1351,A nice short stay at Stockel,9
1352,Exceptional breakfast and quiet location were definitely the highlights of our stay,9.6
1353,Very good,8.3
1354,"Great for a sunny week-end in Brussels, but need some little improvement to be at top",7.5
1355,Exceptional,10
1356,Very good,8
1357,Exceptional,9.6
1358,Very good,8
1359,Good,7.9
1360,Good value for the location.,7.5
1361,Superb,9
1362,Super! Great location for kids!,8
1363,Very nice cosy place.,8
1364,Fabulous,8.8
1365,Good and nice place,8
1366,Exceptional,10
1367,Exceptional,10
1368,Exceptional,9.6
1369,Thanks you for fantastic stay,
1370,confortable,7
1371,Perfect for a group of young guys exploring Knokke for the first time.,7
1372,Very enjoyable stay with great hikes in the area,8
1373,Good,7.5
1374,Exceptional,10
1375,Superb,9.2
1376,Adorable  place,9
1377,"Good hotel, location, food and staff but they need to improve hot water.",7.9
1378,"fine, especially if you consider the low rate",7
1379,"Comfortable and complete apartment, good for family with kids. Cleanliness below my standard.",6.7
1380,Exceptional,10
1381,Superb,9.2
1382,Best guest house for money,10
1383,Great host Christine! She takes care of every detail and is a great help to plan each day!,10
1384,Superb,9
1385,Exceptional,10
1386,Friendly host and amazing breakfast,8
1387,Nice room with royal breakfast,9
1388,Exceptional,10
1389,Very good,8.3
1390,Superb,9
1391,The studio is exactly what the name suggests. Cosy and in a very beautifull region.,8
1392,Exceptional,10
1393,Exceptional,10
1394,Exceptional,10
1395,Exceptional,9.6
1396,Superb,9
1397,Exceptional,10
1398,Superb,9
1399,Exceptional,9.6
1400,Passable,5.4
1401,Exceptional,10
1402,Superb,9.2
1403,Exceptional,10
1404,Superb,9.2
1405,Very charming,8
1406,It will be a pleasure to vacation there again,9
1407,Our favourite,10
1408,Pleasant,6.7
1409,Fabulous,8.8
1410,Exceptional,9.6
1411,Great place to stay in Brussels,10
1412,very good,10
1413,Very good hotel,9
1414,Good,7
1415,"Good location, rubbish breakfast (don’t bother!)",7
1416,Exceptional,10
1417,Top quality,10
1418,I was attending the WW1 Remembrance in Ypres. This small coszy Inn was about 20 mimutes away.,9.6
1419,The atmosphere is quiet and relaxing.,
1420,Disappointing,4.6
1421,Exceptional,10
1422,Exceptional,9.6
1423,Superb,9
1424,Very nice experience but little to expensive for the value,8
1425,Superb,9.2
1426,Exceptional,9.6
1427,Somewhere you can go one more time!,9
1428,Superb,9.2
1429,Exceptional,9.6
1430,Superb,9
1431,Superb,9.2
1432,"Homemade, fresh & delicious breakfast.",8.3
1433,Good,7.9
1434,Good,7.9
1435,"Excellent stay. Warm welcoming ! Great location, great breakfast. Very clean.",10
1436,Good,7
1437,Very comfortable on two cold winter nights.,8.3
1438,Superb,9.2
1439,Exceptional,10
1440,Hotel Kokhof,5
1441,Convenient family hotel,9.6
1442,Definitely great for a one night girls trip!,8
1443,Exceptional,10
1444,Exceptional,9.6
1445,Exceptional,10
1446,"Excellent location, pleasant and clean room, the breakfast is very tasty",9.6
1447,The breakfast room looks like in an old movie and is very stylish. Breakfast is excellent.,
1448,Very friendly owner. There is a nice garden where you can have a drink i,
1449,Very good,8
1450,Very good,8
1451,Perfect for us.,9
1452,Exceptional,10
1453,Very good,8
1454,Good,7.1
1455,Good,7.5
1456,Very good,8
1457,Very good,8
1458,This is a quality hotel...very clean and comfortable.  Staff are very helpful. Great location.,9
1459,Ok for the night,7
1460,Exceptional,9.6
1461,A relaxing stay in a great location.,9.6
1462,Good,7.1
1463,Great stay. :),10
1464,Very good,8
1465,Exceptional,10
1466,Exceptional,10
1467,Disappointing,4
1468,Good place to sleep :),10
1469,Exceptional,10
1470,Exceptional,10
1471,Exceptional,10
1472,Exceptional,9.6
1473,Really injoyed the stay,10
1474,Very good,8
1475,Good,7
1476,This is a quality hotel...very clean and comfortable.  Staff are very helpful. Great location.,10
1477,Very good,8
1478,Exceptional,10
1479,Heaven in Europe.,10
1480,Very nice,10
1481,Okay,5.8
1482,Fabulous,8.8
1483,Exceptional,9.6
1484,Very good,8
1485,OK AND CONVENIENT BUT BREAKFAST EXPENSIVE,8
1486,Very good,8
1487,Great stay!,10
1488,Perfect amazing,10
1489,Good,7.5
